Character,Chapter,Line
Zangan,Kalm - Cloud's Story,The Shinra showed up to eliminate any information that could be an embarrassment to the company...You pick these things up when you travel as much as I do.
Zangan,Kalm - Cloud's Story,...Oh my. You sure do have faith.
Tifa's Father,Kalm - Cloud's Story,"Until we know that there's no danger, we're not moving."
Soldier,Kalm - Cloud's Story,"There's no sign of Sephiroth, but I know I saw him go into this room..."
Sephiroth,Kalm - Cloud's Story,"...an organism that was apparently dead, was found in a 2000 year old geological stratum.Professor Gast named that organism, Jenova...X Year, X Month, X Day. Jenova confirmed to be an Ancient...X Year, X Month, X Day. Jenova Project approved. The use of Mako Reactor 1 approved for use..."
Sephiroth,Kalm - Cloud's Story,Let me be alone.
Cloud,Kalm - Cloud's Story,"(narrating)Sephiroth didn't come out of the Shinra Mansion...He continued to read as if he were possessed by something, and not once, did the light in the basement go out......"
Soldier,Kalm - Cloud's Story,Sephiroth seems different.
Sephiroth,Kalm - Cloud's Story,"Ha, ha, ha......"
Sephiroth,Kalm - Cloud's Story,Who is it!?Hmph... traitor.
Cloud,Kalm - Cloud's Story,Traitor?
Sephiroth,Kalm - Cloud's Story,"You ignorant traitor. I'll tell you.This Planet originally belonged to the Cetra. Cetra was a itinerant race. They would migrate in, settle the Planet, then move on...At the end of their harsh, hard journey, they would find the Promised Land and supreme happiness.But, those that disliked the journey appeared. Those who stopped their migrations built shelters and elected to lead an easier life.They took that which the Cetra and the planet had made without giving back one whit in return!Those are your ancestors."
Cloud,Kalm - Cloud's Story,Sephiroth...
Sephiroth,Kalm - Cloud's Story,"Long ago, disaster struck this planet.Your ancestors escaped... They survived because they hid.The Planet was saved by sacrificing the Cetra. After that, your ancestors continued to increase.Now all that's left of the Cetra is in these reports."
Cloud,Kalm - Cloud's Story,What does that have to do with you?
Sephiroth,Kalm - Cloud's Story,"Don't you get it?An Ancient named Jenova was found in the geological stratum of 2000 years ago.The Jenova Project.The Jenova Project wanted to produce people with the powers of the Ancients...... no, the Cetra....I am the one that was produced."
Cloud,Kalm - Cloud's Story,Pr... produced!?
Sephiroth,Kalm - Cloud's Story,"Yes.Professor Gast, leader of the Jenova Project and genius scientist, produced me."
Cloud,Kalm - Cloud's Story,How... how did he...?Se... Sephiroth?
Sephiroth,Kalm - Cloud's Story,Out of my way. I'm going to see my mother.
Zangan,Kalm - Cloud's Story,"Hey it's you! You're still sane, right?"
Zangan,Kalm - Cloud's Story,Then come over here and help me!I'll check this house. You check that one over there!
Man with Camera,Kalm - Cloud's Story,"(lying on ground)...Hey,Ummm... Am I going to die?"
Soldier,Kalm - Cloud's Story,(lying near Cloud's house)...Sephi... roth
Cloud,Kalm - Cloud's Story,Terrible...Sephiroth... This is too terrible...
Tifa,Kalm - Cloud's Story,"Papa...Sephiroth!?Sephiroth did this to you, didn't he!?Sephiroth... SOLDIER... Mako Reactors... Shinra... Everything!I hate them all!"
Sephiroth,Kalm - Cloud's Story,"Mother, I'm here to see you. Please, open this door."
Tifa,Kalm - Cloud's Story,How could you do that to papa and all the townspeople?
Tifa,Kalm - Cloud's Story,...You promised... You promised that you'd come...... when I was in trouble...
Sephiroth,Kalm - Cloud's Story,"Mother, let's take this planet back together.I've thought of a great idea. Let's go to the Promised Land."
Cloud,Kalm - Cloud's Story,Sephiroth...My family! My hometown! How could you do this to them!?
Sephiroth,Kalm - Cloud's Story,"Ha, ha, ha...... They've come again, mother.With her superior power, knowledge, and magic, Mother was destined to become the ruler of this Planet.But they...Those worthless creaturesare stealing the planet from MotherBut now I'm here with youso don't worry"
Cloud,Kalm - Cloud's Story,What about MY sadness!? My family... friends... The sadness of having my hometown taken away from me!?It's the same as your sadness!
Sephiroth,Kalm - Cloud's Story,"Ha, ha, ha... my sadness? What do I have to be sad about?I am the chosen one. I have been chosen to be the leader of this Planet.I have orders to take this planet back from you stupid people for the Cetra. What am I supposed to be sad about?"
Cloud,Kalm - Cloud's Story,"Sephiroth... I trusted you...No, you're not the Sephiroth I used to know!"
Cloud,Kalm - Cloud's Story,......and that's the end of my story.
Barret,Kalm - Cloud's Story,Wait a damn minute! Ain't there more?
Cloud,Kalm - Cloud's Story,......I don't remember.
Aeris,Kalm - Cloud's Story,What happened to Sephiroth?
Cloud,Kalm - Cloud's Story,"In terms of skill, I couldn't have killed him."
Tifa,Kalm - Cloud's Story,Official records state Sephiroth is dead. I read it in the newspaper.
Aeris,Kalm - Cloud's Story,"Shinra, Inc. owns the paper, so you can't rely on that information."
Cloud,Kalm - Cloud's Story,......I want to know the truth. I want to know what happened then.I challenged Sephiroth and lived. Why didn't he kill me?
Tifa,Kalm - Cloud's Story,"......I'm alive, too."
Aeris,Kalm - Cloud's Story,"Seems like a lot of this doesn't make sense. What about Jenova? It was in the Shinra building, right?"
Cloud,Kalm - Cloud's Story,Shinra shipped it from Nibelheim to Midgar.
Aeris,Kalm - Cloud's Story,Did someone else carry it out after that? It was missing from the Shinra building.
Tifa,Kalm - Cloud's Story,Sephiroth......?
Barret,Kalm - Cloud's Story,"Damn! Don't none of this make sense!I'm going, going, going, gone!And I'm leavin' the thinkin' to you!Yo, Cloud! Let's get a move on!"
Cloud,Kalm - Cloud's Story,- Wait a sec- Right
Barret,Kalm - Cloud's Story,"Cloud, what's wrong? You just gonna stand there while Sephiroth heads for the Promised Land?I ain't lettin' Sephiroth or Shinra get to no Promised Land. If they do, then we're all screwed.Y'know what I'm sayin'!"
Cloud,Kalm - Cloud's Story,"- Beautiful, just beautiful!- Is that all?"
Barret,Kalm - Cloud's Story,Y'all jes leave it to me!
Barret,Kalm - Cloud's Story,Fine! That's good enough.
Barret,Kalm - Cloud's Story,"Yo, c'mon let's go!"
Cloud,Kalm - Cloud's Story,Oh brother......
Tifa,Kalm - Cloud's Story,.........Cloud...?How bad was I when Sephiroth cut me?
Cloud,Kalm - Cloud's Story,I thought you were a goner. ......I was really sad.
Tifa,Kalm - Cloud's Story,.........
Aeris,Kalm - Cloud's Story,I...The Ancients...... Cetra...... Jenova...... Sephiroth and myself......
Tifa,Kalm - Cloud's Story,Let's go. Barret's waiting.
Red XIII,Kalm - Cloud's Story,What a fascinating story......
Barret,Kalm - Cloud's Story,"Yo, Cloud. Here."
Aeris,Kalm - Cloud's Story,Cloud. Take this.
Tifa,Kalm - Cloud's Story,"Oh, Cloud. Let me give you this."
Aeris,Kalm - Cloud's Story,"With [PHS], I can see you any time!"
Tifa,Kalm - Cloud's Story,"Just use [PHS], and you can contact any one of us easy."
Red XIII,Kalm - Cloud's Story,"[PHS], will put us in constant contact with each other."
Barret,Kalm - Cloud's Story,"Awright then, we're outta here."
Aeris,Kalm - Cloud's Story,"Well, I'll be going."
Tifa,Kalm - Cloud's Story,I'm going on ahead.
Innkeeper,Kalm - Cloud's Story,20 gil a night. What's it gonna be?
Cloud,Kalm - Cloud's Story,- Stay?- Move on
Innkeeper,Kalm - Cloud's Story,(she only says anything if you don't have enough gil)Seems like you're a little short. Why don't you drop by again... when you have money.
Redhead,Kalm - Cloud's Story,"Listen to me! Just now, some guy in a black cloak goes walked east towards that grassy field.And he's got this killer sword, and is looking REAL scary......"
Chocobo,The Road to Junon - Yuffie,Wark!Wark? Warkwark wark?
Cloud,The Road to Junon - Yuffie,- Wark- Warrrk
Chocobo,The Road to Junon - Yuffie,Wark-----
Chocobo,The Road to Junon - Yuffie,Wark!! Wark!!
Choco Bill,The Road to Junon - Yuffie,Thinking of crossing the marshes?
Cloud,The Road to Junon - Yuffie,- Yeah- Not interested
Choco Bill,The Road to Junon - Yuffie,"Hmm, then it'll probably be safer for you to get a Chocobo.That way you can zip through the marshes with the Chocobo.It's the only way to avoid being attacked by the Midgar Zolom.Midgar Zolom...?It's a serpent-like creature over 30 feet tall!!It picks up on footsteps that enter the marshes...And then, BAM!! It attacks!!!To avoid that, buy a Chocobo at the  & y Chocobo Farm.To purchase a Chocobo, please talk to my grandson. He's in the Chocobo stables at the far right end of the farm.By the way, there was another person heading towards the Marshes.Without a Chocobo, the Midgar Zolom probably got him. It was a man in a Black Cape."
Choco Bill,The Road to Junon - Yuffie,"Hmm, then, I guess that's that."
Choco Bill,The Road to Junon - Yuffie,Looking for an Inn?
Cloud,The Road to Junon - Yuffie,- Yeah- Not interested
Choco Bill,The Road to Junon - Yuffie,How about 100 gil a night...?
Cloud,The Road to Junon - Yuffie,- All right- I'm in a hurry
Choco Bill,The Road to Junon - Yuffie,Thank you for your patronage.
Choco Bill,The Road to Junon - Yuffie,"Hmm, then, I guess that's that."
Choco Bill,The Road to Junon - Yuffie,"Hmm, then, I guess that's that."
Chole,The Road to Junon - Yuffie,Welcome.
Choco Billy,The Road to Junon - Yuffie,Do you want a Chocobo?
Cloud,The Road to Junon - Yuffie,Mmm......- Give me one- Nope
Choco Billy,The Road to Junon - Yuffie,You old folks are out of luck!
Cloud,The Road to Junon - Yuffie,Old folks...?
Choco Billy,The Road to Junon - Yuffie,"We're all out of Chocobos. I'm taking care of those ones out there for someone else.You know, if you really want a Chocobo, you should go out and catch one.Want to know how to catch a Chocobo?"
Cloud,The Road to Junon - Yuffie,- Where are they?- How do I catch one?- What else?- Not interested
Choco Billy,The Road to Junon - Yuffie,"You see those claw prints out there? Wild Chocobo's will appear in those areas.But, if you don't have 'Chocobo Lure' they won't come out. They very cautious animals by nature."
Cloud,The Road to Junon - Yuffie,- Chocobo Lure?- Go on
Choco Billy,The Road to Junon - Yuffie,"'Chocobo Lure' is a type of materia which attracts Chocobos.If you equip this, they'll come to you. But, without it, they won't appear."
Choco Billy,The Road to Junon - Yuffie,"A wild Chocobo always appears with other monsters.But, you won't be able to catch it because of the monsters.That is why you must defeat the monsters first before you catch the Chocobo."
Cloud,The Road to Junon - Yuffie,- And then?- That all you can talk about?
Choco Billy,The Road to Junon - Yuffie,"Also, wild Chocobos are really cautious. They'll run away from the slightest things.But, if you use 'Greens' They'll focus on that, and won't run away."
Choco Billy,The Road to Junon - Yuffie,"Whatever you do, don't make Chocobos angry. They're usually calm, but if you get them angry, you'll get hurt.Oh, and remember, once you get off a Chocobo, it'll escape."
Choco Billy,The Road to Junon - Yuffie,"Well then, shall we get down to business?I'll sell you the 'Chocobo Lure' for 2000 gil, right now.You want it?"
Cloud,The Road to Junon - Yuffie,- Buy it- Don't buy it
Choco Billy,The Road to Junon - Yuffie,"Thanks!It wouldn't hurt to buy some 'Greens' either.Oh, and how fast a Chocobo'll finish eating depends of what type of 'Greens' you feed them."
Choco Billy,The Road to Junon - Yuffie,"Mmmm, if you don't have it, you'll never catch one."
Choco Billy,The Road to Junon - Yuffie,The 'Chocobo Lure' is 2000 gil. Buy it now?
Choco Billy,The Road to Junon - Yuffie,"Oh, I'm so glad!"
Chole,The Road to Junon - Yuffie,"Wasn't it really expensive?But don't be mad at my brother or Grandpa.Ever since dad and mom died, it's been like this..."
Cloud,The Road to Junon - Yuffie,Did Sephiroth... do this......?
Barret,The Road to Junon - Yuffie,"This Sephiroth guy's pretty strong, I'd say."
Aeris,The Road to Junon - Yuffie,Our enemy is someone that could do this...?
Tifa,The Road to Junon - Yuffie,Amazing...
Red XIII,The Road to Junon - Yuffie,It's a power that we should respect...
Rude,The Road to Junon - Yuffie,Just a second!
Barret,The Road to Junon - Yuffie,"Wh, who are you!?"
Aeris,The Road to Junon - Yuffie,"By any chance, are you...?"
Tifa,The Road to Junon - Yuffie,Who are you?
Red XIII,The Road to Junon - Yuffie,...... I hoped I'd never see you again...
Rude,The Road to Junon - Yuffie,Do you know who I am?
Cloud,The Road to Junon - Yuffie,"- From the Turks, right?- Not interested"
Rude,The Road to Junon - Yuffie,"Well if you know, then this won't take long."
Rude,The Road to Junon - Yuffie,......I'm from the Turks. And don't you ever forget it.
Rude,The Road to Junon - Yuffie,It's difficult to explain what the Turks do...
Cloud,The Road to Junon - Yuffie,"Kidnapping, right?"
Rude,The Road to Junon - Yuffie,"To put it negatively... you could say that....But, that's not all there is to it, anymore........................."
Elena,The Road to Junon - Yuffie,"Sir!It's all right, Rude! I know you don't like speeches, so don't force it!"
Rude,The Road to Junon - Yuffie,"...Then Elena, explain."
Elena,The Road to Junon - Yuffie,"I'm the newest member of the Turks, . Thanks to what you did to Reno, we're short of people....Although, because of that, I got promoted to the Turks, ...In any case, our job is to find out where Sephiroth is headed.And to try and stop you every step of the way.Wait a minute, it's the other way around... You're the ones that are getting in our way."
Tseng,The Road to Junon - Yuffie,...Elena. You talk too much.
Elena,The Road to Junon - Yuffie,Mr. Tseng!?
Tseng,The Road to Junon - Yuffie,No need to tell them about our orders.
Elena,The Road to Junon - Yuffie,Sorry... Tseng.
